F1_mean,F1_max,F1_auc,F2_mean,F2_max,F2_auc,F3_mean,F3_max,F3_auc,F4_mean,F4_max,F4_auc,F5_mean,F5_max,F5_auc,F6_mean,F6_max,F6_auc,F7_mean,F7_max,F7_auc,F8_mean,F8_max,F8_auc,label
53.372868326912474,98.73150635614034,1579.7018231036004,-6.148477998937484,-4.879040802794407,-181.71564505875125,4.867781639613293,5.297732570459738,144.1837732160281,-9.77792373017629,-9.775171065493655,-289.38607824238363,-4.900584227081619,-4.477438495033914,-144.96419188501653,-0.38682585081850795,0.410147037712966,-11.336008403458772,21.407090922334117,34.623245766940464,633.5871687777799,-5.966668319794426,-2.0336457286599887,-176.7334978478582,A
49.653177248682155,115.3652473300574,1468.7126168064644,-3.6746161940517186,4.483134981668471,-109.05354013858383,-4.457405213176947,-3.224211435355248,-131.97164516812967,-4.887585532746714,-4.887585532746715,-144.6725317693028,-4.913582921415388,-4.067291457319977,-145.25585200069668,1.2533035225865667,5.297732570459841,37.05108837073776,9.250329666004133,15.072903635954116,273.7047898338245,-6.853007231877581,-2.440944523055908,-203.08886291292362,A
53.33140631512947,118.21064240419128,1577.5098150464664,-9.404478888230642,-2.950780076878952,-278.2050142753622,-0.649246550563361,0.8202940754259261,-19.15614525585537,-1.4836480324876877,-0.4044505510779727,-43.954090874908545,-0.4292436489482953,0.6066758266177206,-12.481002217057096,0.6351773755187111,5.297732570459902,18.815495355086515,10.759248689536243,15.072903635953171,318.6705767350815,-5.001744654168568,-4.477438495033871,-147.9377579084363,A
58.88532785834512,122.43173900065534,1741.9286480870264,-6.121142509380885,-4.064443214003401,-181.0639669877228,-0.8113096837535809,1.0994219205362532,-23.842075161724395,-2.8285541186801617,-0.4044505510784467,-84.06305327127264,-0.7480939746880856,0.4129952810300971,-21.84602624486498,2.041158209356898,8.462130896148583,60.19021708171693,7.645755544750712,10.185318103207864,226.33622486997592,-4.968942066700442,-4.477438495033985,-146.9602408018862,A
53.622290332322414,118.69199552484112,1586.170753326191,-9.343882033759542,-3.662840906242454,-276.7774747246808,-1.7201860379251366,0.8202940754259267,-50.792153431453045,-3.550555126063488,0.7177573159978032,-105.33259506866801,-1.6551925662509128,-0.8089011021555018,-48.80749748782816,1.8765526844804714,5.297732570459902,55.62391339517616,7.640269331112062,9.7780193088119,226.38635395235298,-4.310137652655926,0.4101470377120413,-127.85764252040543,A
60.75345050723486,129.4241763449983,1797.117349903292,-15.084449535038939,-10.994219205362366,-446.4598614158715,2.022979153015286,5.7078796081729815,60.02387967197697,-5.163004926826194,-4.477438495033682,-152.82534344117624,-5.204734558786056,-4.269516732859875,-153.9623621735074,-0.2599930024205355,5.705031364855405,-7.781400743277857,11.821930182850553,15.072903635953358,350.24278426038165,-5.418849816495928,-3.873610911734173,-160.4871179651246,A
112.45789818483641,183.79144478851228,3327.7416620525155,-8.68521142980428,-4.070139700638904,-257.1473817808235,7.328644750164613,10.592616897602287,216.84587813620234,-5.163004926826194,-4.477438495033682,-152.82534344117624,-5.204734558786056,-4.269516732859875,-153.9623621735074,6.304901992673794,10.18531810320662,186.6112056727878,19.789441643837336,37.10691393975828,586.0146695923771,-5.418849816495928,-3.873610911734173,-160.4871179651246,A
99.88410822908715,170.08569794493678,2955.9171685271604,-5.494528979542479,-0.1680463557303293,-162.57772856016294,1.301857469071826,4.648333094080787,38.618761492658486,-4.856235740527784,-3.053316836307882,-143.92173483082254,-4.672036595515285,0.6835783961878839,-138.26170571040294,3.3308007288994363,8.920698070258139,98.62327311007509,16.62800625582873,29.73566023419441,492.3040465562649,-3.971865748321492,0.4101470377139037,-118.17589383568284,A
61.532511959602154,118.0169618586049,1820.1300166109706,-5.99606830786233,0.4101470377138984,-177.5139165168155,2.4437927663734698,2.44379276637347,72.33626588465474,-1.011069030514202,1.3899427389166044,-29.780092829940212,-2.298551472910191,0.4101470377129942,-68.04339355658541,2.302986321565792,5.297732570459964,68.33163578031869,-0.4982323075574382,1.230441113139043,-14.560219838812548,0.12073493149677025,5.502806089315973,3.42130987292179,A
49.574343990688206,101.65950048648058,1466.5035192894634,-7.603395093800519,-4.477438495033908,-224.92349618449873,-4.982265728393448,-4.070139700638313,-147.5777399531085,0.16743465246630526,1.2275928698211074,4.962779156311978,0.8288961525586895,3.7767706389398095,24.628190317322325,-2.962173050149479,0.4101470377131365,-87.7862769358338,6.957207059550872,10.185318103206455,206.24927369794648,-2.965231566463374,5.297732570459968,-88.2681997051422,A
